DEPARTAMENTO_PRESTACION,MUNICIPIO_PRESTACION,SERVICIO,ESTADO,NOMBRE,NIT,DEPARTAMENTO_DOMICILIO,MUNICIPIO_DOMICILIO,DIRECCION,TELEFONO,EMAIL,TIPO_INSCRIPCION,REPRESENTANTE_LEGAL,TIPO_PRESTADOR,CLASIFICACION
ANTIOQUIA,ANGELOPOLIS,ACUEDUCTO,OPERATIVA,"ASOCIACION DE USUARIOS DEL ACUEDUEDUCTO MULTIVEREDAL  ANGELOPOLIS, AMAGA Y TITIRIBI",,ANTIOQUIA,ANGELOPOLIS,CALLE 11 LOS ALPES,8421943,acuedcutomultiveredalangelopolis@hotmail.com,Registro por la ESP,WILLIAM DE JESUS CARMONA VILLA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ANGELOPOLIS,ACUEDUCTO,OPERATIVA,JUNTA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE ANGELOPOLIS,,ANTIOQUIA,ANGELOPOLIS,Calle 10 Palacio Municipal,8421793,serviciospublicosangelopolis@gmail.com,Registro por la ESP,JAIME ALBERTO GOMEZ GOMEZ,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ANGOSTURA,ALCANTARILLADO,OPERATIVA,LA EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ANGOSTURA S.A. E.S.P.,,ANTIOQUIA,ANGOSTURA,Calle 11 No 9-34,8645054,espdangostura@hotmail.com,Registro por la ESP,OLGA ESNEDA MORA LOPERA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ATLANTICO,MANATI,ASEO,OPERATIVA,INTERASEO S.A  E.S.P,,MAGDALENA,SANTA MARTA,Km 2 Via a Gaira,4346234,notificaciones@interaseo.com.co,Registro por la ESP,ANDRES MORENO MUNERA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ANGOSTURA,ACUEDUCTO,OPERATIVA,LA EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ANGOSTURA S.A. E.S.P.,,ANTIOQUIA,ANGOSTURA,Calle 11 No 9-34,8645054,espdangostura@hotmail.com,Registro por la ESP,OLGA ESNEDA MORA LOPERA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ANGOSTURA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO MULTIVEREDAL SANTA ANA LOS CHOCHOS MUNICIPIO DE ANGOSTURA,,ANTIOQUIA,ANGOSTURA,parque principal palacio municipal,8645161,asouso09@hotmail.com,Registro por la ESP,LUZ ADRIANA TABARES VASQUEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ANGOSTURA,ASEO,OPERATIVA,LA EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ANGOSTURA S.A. E.S.P.,,ANTIOQUIA,ANGOSTURA,Calle 11 No 9-34,8645054,espdangostura@hotmail.com,Registro por la ESP,OLGA ESNEDA MORA LOPERA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ANORI,ALCANTARILLADO,OPERATIVA,ACUEDUCTOS Y ALCANTARILLADOS SOSTENIBLES A.A.S. S.A.  E.S.P.,,ANTIOQUIA,MEDELLIN,Calle 33A No  78A  -  56,4161177,aassa@aassa.com.co,Registro por la ESP,NELSON DE JESUS URIBE ARANGO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ANORI,ASEO,OPERATIVA,MUNICIPIO DE ANORI,,ANTIOQUIA,ANORI,Carrera 30 No. 39-09,8350842,alcaldia@anori-antioquia.gov.co,Registro por la ESP,NICOLAS GUILLERMO HERON ARANGO,MUNICIPIO (PRESTACIÓN DIRECTA),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ANORI,ACUEDUCTO,OPERATIVA,ACUEDUCTOS Y ALCANTARILLADOS SOSTENIBLES A.A.S. S.A.  E.S.P.,,ANTIOQUIA,MEDELLIN,Calle 33A No  78A  -  56,4161177,aassa@aassa.com.co,Registro por la ESP,NELSON DE JESUS URIBE ARANGO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ANZA,ALCANTARILLADO,OPERATIVA,OFICINA DE SERVICIOS PUBLICOS MUNICIPIO DE ANZA,,ANTIOQUIA,ANZA,Carrera 10 No. 10-15,8522047,serviciospublicos@anza-antioquia.gov.co,Registro por la ESP,ALEXANDRA SANCHEZ MARIN,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ANZA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUAS UNIDAS DE ANZA,,ANTIOQUIA,ANZA,VEREDA LOMITAS,8522082,aguasunidasdeanza@gmail.com,Registro por la ESP,CARLOS EDUARDO ARANGO CHAVARRIAGA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ANZA,ASEO,OPERATIVA,OFICINA DE SERVICIOS PUBLICOS MUNICIPIO DE ANZA,,ANTIOQUIA,ANZA,Carrera 10 No. 10-15,8522047,serviciospublicos@anza-antioquia.gov.co,Registro por la ESP,ALEXANDRA SANCHEZ MARIN,MUNICIPIO (PRESTACIÓN DIRECTA),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ANZA,ACUEDUCTO,OPERATIVA,OFICINA DE SERVICIOS PUBLICOS MUNICIPIO DE ANZA,,ANTIOQUIA,ANZA,Carrera 10 No. 10-15,8522047,serviciospublicos@anza-antioquia.gov.co,Registro por la ESP,ALEXANDRA SANCHEZ MARIN,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,APARTADO,ACUEDUCTO,OPERATIVA,AGUAS REGIONALES EPM S.A E.S.P,,ANTIOQUIA,APARTADO,CALLE 97A No 104-13 BARRIO EL HUMEDAL,8286659,buzoncorporativo@aguasdeuraba.com,Registro por la ESP,CARLOS HERNANDO PINILLA GALLEGO ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,APARTADO,ASEO,OPERATIVA,URABAEÑA DE ASEO S.A. U.R.A. EMPRESA DE SERVICIOS PUBLICOS,,ANTIOQUIA,APARTADO,CARRERA 112 No. 102 -20,8282578,uraseo@edatel.net.co,Registro por la ESP,JOSE NELSON JARAMILLO QUINTERO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,APARTADO,ALCANTARILLADO,OPERATIVA,AGUAS REGIONALES EPM S.A E.S.P,,ANTIOQUIA,APARTADO,CALLE 97A No 104-13 BARRIO EL HUMEDAL,8286659,buzoncorporativo@aguasdeuraba.com,Registro por la ESP,CARLOS HERNANDO PINILLA GALLEGO ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,APARTADO,ASEO,OPERATIVA,FUTURASEO S.A.S E.S.P,,ANTIOQUIA,APARTADO,CR 100 NUMERO 105-695  CHINITA,8280999,gerenciageneral@futuraseo.com,Registro por la ESP,ANUAR OSWALDO OYOLA MARQUEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ARBOLETES,ALCANTARILLADO,OPERATIVA,ACUEDUCTOS Y ALCANTARILLADOS SOSTENIBLES A.A.S. S.A.  E.S.P.,,ANTIOQUIA,MEDELLIN,Calle 33A No  78A  -  56,4161177,aassa@aassa.com.co,Registro por la ESP,NELSON DE JESUS URIBE ARANGO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ARBOLETES,ASEO,OPERATIVA,MUNIICIPIO DE ARBOLETES,,ANTIOQUIA,ARBOLETES,Centro Administrativo Jorge Eliecer Gaitan Calle 20 de julio ,8200088,alcaldia@arboletes-antioquia.gov.co,Registro por la ESP,GUSTAVO GUERRA GUERRA,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ARBOLETES,ASEO,OPERATIVA,FUTURASEO S.A.S E.S.P,,ANTIOQUIA,APARTADO,CR 100 NUMERO 105-695  CHINITA,8280999,gerenciageneral@futuraseo.com,Registro por la ESP,ANUAR OSWALDO OYOLA MARQUEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
,,Inscripción Oficio Delegada AAA,,Asociación de Usuarios del Acueducto de la Vereda Mondeco,,TOLIMA,FALAN,Vereda Mondeco,,,Registro por oficio,EUGENIO GONZALEZ NIETO,,
ANTIOQUIA,ARBOLETES,ACUEDUCTO,OPERATIVA,ACUEDUCTOS Y ALCANTARILLADOS SOSTENIBLES A.A.S. S.A.  E.S.P.,,ANTIOQUIA,MEDELLIN,Calle 33A No  78A  -  56,4161177,aassa@aassa.com.co,Registro por la ESP,NELSON DE JESUS URIBE ARANGO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ARGELIA,ASEO,OPERATIVA,EMPRESA DE SERVICIOS PÙBLICOS ARGELIA DE MARÍA S.A,,ANTIOQUIA,ARGELIA,Calle 30 No. 31 - 61,8650043,espargelia@gmail.com,Registro por la ESP,BERNARDO ELIAS GIRALDO HOYOS ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ARGELIA,ALCANTARILLADO,OPERATIVA,EMPRESA DE SERVICIOS PÙBLICOS ARGELIA DE MARÍA S.A,,ANTIOQUIA,ARGELIA,Calle 30 No. 31 - 61,8650043,espargelia@gmail.com,Registro por la ESP,BERNARDO ELIAS GIRALDO HOYOS ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ARGELIA,ACUEDUCTO,OPERATIVA,EMPRESA DE SERVICIOS PÙBLICOS ARGELIA DE MARÍA S.A,,ANTIOQUIA,ARGELIA,Calle 30 No. 31 - 61,8650043,espargelia@gmail.com,Registro por la ESP,BERNARDO ELIAS GIRALDO HOYOS ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ARGELIA,ACUEDUCTO,OPERATIVA,ASOCIACION DE ACUEDUCTO Y ALCANTARILLADO SAN TROPEL,,ANTIOQUIA,ARGELIA,carrera 31Nº30-60,8650477,narango3@gmail.com,Registro por la ESP,NELSON DE JESUS ARANGO GARCIA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ARMENIA,ALCANTARILLADO,OPERATIVA,ACUEDUCTOS Y ALCANTARILLADOS SOSTENIBLES A.A.S. S.A.  E.S.P.,,ANTIOQUIA,MEDELLIN,Calle 33A No  78A  -  56,4161177,aassa@aassa.com.co,Registro por la ESP,NELSON DE JESUS URIBE ARANGO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,ARMENIA,ASEO,OPERATIVA,MUNICIPIO  DE  ARMENIA  MANTEQUILLA,,ANTIOQUIA,ARMENIA,CALLE  10  N°  9 - 22,8559015,ALCALDIA@ARMENIA-ANTIOQUIA.GOV.CO,Registro por la ESP,LUIS NORBEY ACEVEDO SANCHEZ,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,ARMENIA,ACUEDUCTO,OPERATIVA,ACUEDUCTOS Y ALCANTARILLADOS SOSTENIBLES A.A.S. S.A.  E.S.P.,,ANTIOQUIA,MEDELLIN,Calle 33A No  78A  -  56,4161177,aassa@aassa.com.co,Registro por la ESP,NELSON DE JESUS URIBE ARANGO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ALCANTARILLADO,OPERATIVA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,,ANTIOQUIA,MEDELLIN,CRA 58 No 42-125 Edificio Inteligente,3808080,epm@epm.com.co,Registro por la ESP,JORGE ALBERTO JULIAN LONDONO DE LA CUESTA ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE SUSCRIPTORES DEL ACUEDUCTO MULTIVEREDAL EL ROBLE,,ANTIOQUIA,GUARNE,VEREDA LA ENEA GUARNE,5625876,acueductoelroble@hotmail.com,Registro por la ESP,EZEQUIEL HERNAN LOPEZ LOPEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO DE LA VEREDA POPALITO -ASUP-,,ANTIOQUIA,BARBOSA,CR. 80A 32B - 62,3416958,jchica2007@gmail.com,Registro por la ESP,MARIA NELLY POSADA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,"ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO DE EL PARAISO CORREGIMIENTO DE EL HATILLO, MUNICIPIO DE BARBOSA, DEPARTAMENTO DE ANTIOQUIA",,ANTIOQUIA,BARBOSA,VEREDA EL PARAISO,4070274,potencialcomunitario@yahoo.com,Registro por la ESP,CRUZ MARIA MACHADO AGUIRRE,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO MULTIVEREDAL AGUAS CRISTALIN,,ANTIOQUIA,BARBOSA,calle 16 # 14 - 29,4062442,aaguascristalinas@une.net.co,Registro por la ESP,CARLOS AUGUSTO ALVAREZ  RESTREPO ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ASEO,OPERATIVA,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,,ANTIOQUIA,MEDELLIN,CARRERA 58 No 42-125,3807946,contacto@emvarias.com.co,Registro por la ESP,JORGE LENIN URREGO ANGEL,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ACUEDUCTO MULTIVEREDAL LA GOTA DE AGUA,,ANTIOQUIA,BARBOSA,CARRERA 18 N° 9 - 96  BARRIO 30 DE MAYO ,4062125,deagualagota@yahoo.com,Registro por la ESP,ELKIN ALBERTO MIRA MUÑOZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA PLATANITO,,ANTIOQUIA,BARBOSA,VEREDA PLATANITO,4071972,MAURICIOCAS83@HOTMAIL.ES,Registro por la ESP,MAURICIO CASTRILLON RODRIGUEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ASEO,OPERATIVA,EMBASEO S.A. E.S.P.,,ANTIOQUIA,BARBOSA,CALLE 18 N° 17 - 13 BARBOSA,4061879,embaseo2011@gmail.com,Registro por la ESP,LUIS GUILLERMO MEJIA  PIEDRAHITA,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
,,Inscripción Oficio Delegada AAA,,JUNTA ADMINISTRADORA  FLORENCIA,,CALDAS,SAMANA,CORREGIMIENTO FLORENCIA  SAMANA,,,Registro por oficio,  ,,
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE EL HATILLO,,ANTIOQUIA,BARBOSA,CORREGIDURIA EL HATILLO,4070144,asoacueductohatillo@hotmail.com,Registro por la ESP,GILBERTO ANTONIO VANEGAS ORTEGA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y/O ALCANTARILLADO DE LA VEREDA CESTILLAS,,ANTIOQUIA,BARBOSA,PALACIO MUNICIPIO DE BARBOSA,4711985,ACUEDUCTOCESTILLAL@HOTMAIL.COM,Registro por la ESP,LUZ ELENA  MONTOYA  HENAO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,,ANTIOQUIA,MEDELLIN,CRA 58 No 42-125 Edificio Inteligente,3808080,epm@epm.com.co,Registro por la ESP,JORGE ALBERTO JULIAN LONDONO DE LA CUESTA ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BARBOSA,ACUEDUCTO,OPERATIVA,ASOCIACION DE ACUEDCUTOS  LOMITAS- PRIMAVERA DE BARBOSA,,ANTIOQUIA,BARBOSA,"Vereda La Lomita Corregimiento Hatillo Barbosa, Antioquia, Colombia",4070524,fbilope85@hotmail.com,Registro por la ESP,PEDRO NEL MORALES MORALES,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ACUEDUCTO,OPERATIVA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,,ANTIOQUIA,MEDELLIN,CRA 58 No 42-125 Edificio Inteligente,3808080,epm@epm.com.co,Registro por la ESP,JORGE ALBERTO JULIAN LONDONO DE LA CUESTA ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ASEO,OPERATIVA,SOCIEDAD DE ASEO DE BELLO S.A. E.S.P.,,ANTIOQUIA,BELLO,CALLE 49 No.47 45 BELLO ANTIOQUIA,2755280,notificaciones@interaseo.com.co,Registro por la ESP,JOSE ANIBAL SIERRA VELASQUEZ,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ASEO,OPERATIVA,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,,ANTIOQUIA,MEDELLIN,CARRERA 58 No 42-125,3807946,contacto@emvarias.com.co,Registro por la ESP,JORGE LENIN URREGO ANGEL,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ACUEDUCTO,OPERATIVA,ASOCIACIÓN DE USUARIOS ACUEDUCTO CHARCO VERDE-BELLO ANTIOQUIA,,ANTIOQUIA,BELLO,VEREDA CHARCO VERDE,3880670,alcaldia@belloantioquia.gov.co,Registro por la ESP,EDWIN ALONSO ATEHORTUA ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ASEO,OPERATIVA,CORPORACIÓN DE RECICLADORES DE ANTIOQUIA,,ANTIOQUIA,MARINILLA,CARRERA 30A 20-80,5485698,ciclototalesp@hotmail.com,Registro por la ESP,SANTIAGO ALONSO ZULUAGA JARAMILLO,ORGANIZACION AUTORIZADA,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DE ACUEDUCTO LA CHINA-CUARTAS,,ANTIOQUIA,BELLO,km 28 via Medellin - San Pedro,2684959,acueductolachina@hotmail.com,Registro por la ESP,CESAR BEDOYA GIRALDO,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS ACUEDUCTO VEREDAL LA UNION-BELLO,,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,CRA  54B NRO 50 B 29,8686856,oscar_gallo_roldan@hotmail.com,Registro por la ESP,JAIME ARTURO PEREZ GARCIA,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ALCANTARILLADO,OPERATIVA,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,,ANTIOQUIA,MEDELLIN,CRA 58 No 42-125 Edificio Inteligente,3808080,epm@epm.com.co,Registro por la ESP,JORGE ALBERTO JULIAN LONDONO DE LA CUESTA ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BELLO,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE SAN FELIX- AGUALINDA.,,ANTIOQUIA,BELLO,CORREGIMIENTO DE SAN FELIX,3880584,susoperez18@hotmail.com,Registro por la ESP,JESUS MARIA PEREZ  VELASQUEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELMIRA,ACUEDUCTO,OPERATIVA,EMPRESAS PÚBLICAS DE BELMIRA ESP,,ANTIOQUIA,BELMIRA,carrera 21 Nº 19-47,8674493,empubelesp@edatel.net.co,Registro por la ESP,WILSON HURTADO RODRIGUEZ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELMIRA,ACUEDUCTO,OPERATIVA,COMITE EMPRESARIAL JUNTA DE ACUEDUCTO VEREDA LA MIEL,,ANTIOQUIA,BELMIRA,CALLE 20 N° 19 - 49 ,3136808,fmb951@hotmail.com,Registro por la ESP,GILBERTO LONDOÑO BARRIENTOS,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELMIRA,ALCANTARILLADO,OPERATIVA,EMPRESAS PÚBLICAS DE BELMIRA ESP,,ANTIOQUIA,BELMIRA,carrera 21 Nº 19-47,8674493,empubelesp@edatel.net.co,Registro por la ESP,WILSON HURTADO RODRIGUEZ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELMIRA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO EL YUYAL,,ANTIOQUIA,BELMIRA,PALACIO MUNICIPAL DE BELMIRA,3454178,alzateic@yahoo.com.mx,Registro por la ESP,JAIRO DE JESUS AGUIRRE ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BELMIRA,ASEO,OPERATIVA,EMPRESAS PÚBLICAS DE BELMIRA ESP,,ANTIOQUIA,BELMIRA,carrera 21 Nº 19-47,8674493,empubelesp@edatel.net.co,Registro por la ESP,WILSON HURTADO RODRIGUEZ,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETANIA,ACUEDUCTO,OPERATIVA,EMPRESAS PUBLICAS MUNICIPALES DE BETANIA S.A E.S.P ,,ANTIOQUIA,BETANIA,Calle 19 No.21-03,8435055,serviciospublicos@betania-antioquia.gov.co,Registro por la ESP,ANDRES MAURICIO ALVAREZ CANO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETANIA,ASEO,OPERATIVA,UNIDAD DESERVICIOS PUBLICOS MUNICIPALES DE BETANIA E.S.P,,ANTIOQUIA,BETANIA,CALLE 19 19-67 ,8435127,secgobierno@betania.gov.co,Registro por la ESP,CARLOS MARIO VILLADA URIBE,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETANIA,ALCANTARILLADO,OPERATIVA,EMPRESAS PUBLICAS MUNICIPALES DE BETANIA S.A E.S.P ,,ANTIOQUIA,BETANIA,Calle 19 No.21-03,8435055,serviciospublicos@betania-antioquia.gov.co,Registro por la ESP,ANDRES MAURICIO ALVAREZ CANO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETANIA,ALCANTARILLADO,OPERATIVA,UNIDAD DESERVICIOS PUBLICOS MUNICIPALES DE BETANIA E.S.P,,ANTIOQUIA,BETANIA,CALLE 19 19-67 ,8435127,secgobierno@betania.gov.co,Registro por la ESP,CARLOS MARIO VILLADA URIBE,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETANIA,ASEO,OPERATIVA,EMPRESAS PUBLICAS MUNICIPALES DE BETANIA S.A E.S.P ,,ANTIOQUIA,BETANIA,Calle 19 No.21-03,8435055,serviciospublicos@betania-antioquia.gov.co,Registro por la ESP,ANDRES MAURICIO ALVAREZ CANO,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETANIA,ACUEDUCTO,OPERATIVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO MULTIVEREDAL BETANIA - HISPANIA,,ANTIOQUIA,BETANIA,CALLE 21 AYACUCHO 20-52,8435695,velex19@hotmail.com,Registro por la ESP,HUBER ANTONIO VELEZ RODRIGUEZ,ORGANIZACION AUTORIZADA,HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETANIA,ACUEDUCTO,OPERATIVA,UNIDAD DESERVICIOS PUBLICOS MUNICIPALES DE BETANIA E.S.P,,ANTIOQUIA,BETANIA,CALLE 19 19-67 ,8435127,secgobierno@betania.gov.co,Registro por la ESP,CARLOS MARIO VILLADA URIBE,MUNICIPIO (PRESTACIÓN DIRECTA),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETULIA,ASEO,OPERATIVA,EMPRESAS VARIAS DE MEDELLIN  S.A. E.S. P.,,ANTIOQUIA,MEDELLIN,CARRERA 58 No 42-125,3807946,contacto@emvarias.com.co,Registro por la ESP,JORGE LENIN URREGO ANGEL,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),MAS DE 2500 SUSCRIPTORES
ANTIOQUIA,BETULIA,ASEO,OPERATIVA,EMPRESAS PUBLICAS DE BETULIA S.A E.S.P ,,ANTIOQUIA,BETULIA,CARRERA 20 No. 19-07,8436678,spdbetulia@gmail.com,Registro por la ESP,RAFAEL ANTONIO RAMIREZ VANEGAS,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
ANTIOQUIA,BETULIA,ALCANTARILLADO,OPERATIVA,EMPRESAS PUBLICAS DE BETULIA S.A E.S.P ,,ANTIOQUIA,BETULIA,CARRERA 20 No. 19-07,8436678,spdbetulia@gmail.com,Registro por la ESP,RAFAEL ANTONIO RAMIREZ VANEGAS,SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS),HASTA 2500 SUSCRIPTORES
